id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license,price
a47162719,"Writer's Sun filled cozy room , super convenient",22309428,Chewie,Manhattan,Lower East Side,40.71986,-73.99415,Private room,4,128,2023-02-17,4.89,2,46,44,,129
a38626886,WARM ROOM FOR 2 A FEW MINUTES MANHATTAN,295015804,Eliza,Bronx,Kingsbridge,40.86817,-73.90162,Private room,30,14,2021-09-07,0.34,1,0,0,,56
a564089512450975800,HELLO PARIS -Free Continental Breakfast❤️,224532641,Ruth And Fran,Brooklyn,Prospect-Lefferts Gardens,40.65982,-73.95116,Private room,1,40,2022-11-06,3.26,8,362,39,,86
a556247091679540869,Lovely large studio home with two  patios,433944579,Jinfa,Queens,Jackson Heights,40.75401,-73.85355,Entire home/apt,30,25,2023-02-15,1.97,2,314,23,,110
a9145070,Great Deal! Steps to Central Park,3025128,David,Manhattan,Upper West Side,40.77779,-73.97519,Entire home/apt,30,41,2016-08-27,0.46,1,0,0,,180
a7816449,Dreamlike Soho loft and rooftop,1317360,John,Manhattan,SoHo,40.72222,-74.00112,Entire home/apt,10,50,2022-12-24,0.55,1,101,4,,750
a36696860,Sunny Room  two min walk to A&C Train w/WiFi,272824348,Kay,Brooklyn,Bedford-Stuyvesant,40.68073,-73.94877,Private room,30,51,2023-02-10,1.17,4,338,4,,54
a50733678,Entire 3Bed Room Apt. 1st Floor in East Elmhurst,295247374,Rafael,Queens,East Elmhurst,40.76118,-73.86888,Entire home/apt,1,29,2023-01-29,1.47,7,257,8,,126
a272044,Luxury Designer Home Downtown Manhattan,1195295,M,Manhattan,Lower East Side,40.72123,-73.98451,Entire home/apt,3,87,2023-02-18,0.64,1,314,18,,225
a48456241,Luxury 2 bedroom apt in Crown Heights,2035021,Lyndon,Brooklyn,Crown Heights,40.67235,-73.95827,Entire home/apt,2,68,2023-02-26,3.04,3,168,38,,234
a42023090,Modern Two Bedroom Apartment with Warm Hospitality,333026020,Vienna,Queens,Ridgewood,40.70022,-73.90077,Entire home/apt,3,35,2023-02-24,0.95,1,63,25,,165
a32242139,Sun Drenched 1 BR/1BA near Grand Army Plaza #10313,20375986,Marissa,Brooklyn,Park Slope,40.67233,-73.97154,Entire home/apt,30,68,2022-12-20,1.39,1,309,5,,197
a54351519,Spacious Bedroom Centrally Located next to Subway,21500972,Hady,Bronx,Fordham,40.85781,-73.90198,Private room,30,9,2022-10-22,0.84,3,217,9,,65
a2015168,Cozy 2BD APT close to subway,10365281,Jennifer,Brooklyn,Bedford-Stuyvesant,40.68644,-73.95618,Entire home/apt,30,277,2022-12-23,2.55,1,248,7,,160
a49986878,2 Bedroom Suite at Arverne By The Sea,267735490,Rohan,Queens,Arverne,40.59282,-73.7967,Entire home/apt,3,19,2022-09-05,0.9,3,331,5,,134
a53735503,Stunning Home w/ 7 BRs + 4 BAs Prospect Park South,435050037,Abdo,Brooklyn,Flatbush,40.65167,-73.96366,Entire home/apt,2,6,2022-10-17,0.67,15,303,6,,1493
a774843999742350040,The Luxe Loft,490259214,Tommi,Brooklyn,Bedford-Stuyvesant,40.69365,-73.94927,Entire home/apt,3,12,2023-02-24,4.24,1,40,12,,163
a268868,Hudson Yards area. Renovated apartment,1408733,Sergio,Manhattan,Chelsea,40.75048,-74.00134,Entire home/apt,4,94,2023-01-01,0.69,1,9,14,,250
a20250864,"Chelsea, Minutes to Time Square, Next to Subway",144317997,Luis,Manhattan,Chelsea,40.74591,-73.9933,Private room,30,23,2018-05-03,0.34,1,0,0,,40
a31339496,Art Deco Apartment by Flushing Meadows Park,131808888,Renee,Queens,Flushing,40.745777,-73.828743,Entire home/apt,1,125,2023-02-12,2.65,1,350,40,,299
a549269675708932153,Spacious bedroom in Bronx with free WIFI & NETFLIX,283338112,Belinda,Bronx,Williamsbridge,40.87687,-73.84953,Entire home/apt,1,9,2023-01-10,0.67,2,69,7,,65
a1750679,THE LINCOLN PARLOR -Historic Brownstone Apartment,9209820,Althea,Brooklyn,Crown Heights,40.66949,-73.94939,Entire home/apt,30,130,2023-01-02,1.31,2,206,3,,185
a43207089,Peaches Home away from home,308295726,Peaches,Queens,Woodhaven,40.68843,-73.86437,Entire home/apt,3,47,2023-02-22,1.35,1,115,22,,67
a2447868,Charming Upper West Side Studio,6717488,Francesca,Manhattan,Morningside Heights,40.80543,-73.96516,Entire home/apt,30,12,2017-06-22,0.11,1,0,0,,60
a16730833,Underground Palace,44018877,Yves,Brooklyn,East Flatbush,40.64025,-73.95097,Entire home/apt,2,191,2022-12-12,3.07,4,288,24,,115
a39839293,"Two Bedroom Apartment, Four Beds with One Bathroom",266092932,Blanca,Manhattan,Hell's Kitchen,40.75789,-73.9945,Entire home/apt,2,109,2023-02-20,2.69,4,193,41,,285
a33632312,"Comfortable,spacious and luxurious homely settings",184472924,Odaine,Brooklyn,East New York,40.66231,-73.8978,Entire home/apt,2,20,2022-01-02,0.42,1,179,0,,270
a695488688975869568,The Monroe Suite-Bright & Cozy Centrally Located!,406031733,W Sarah,Brooklyn,Bedford-Stuyvesant,40.68739,-73.93734,Entire home/apt,7,13,2023-03-01,2.04,1,258,13,,95
a7025026,Prime West Village w/Outdoor Patio,3011750,Drew,Manhattan,West Village,40.73818,-74.00336,Entire home/apt,30,5,2016-05-15,0.05,1,0,0,,149
a49839739,Luxury apartments NY 4 Bedrooms 3 B.,344223705,Sammy,Bronx,Williamsbridge,40.88526,-73.8607,Entire home/apt,1,62,2023-01-22,4.37,4,284,55,,399
a43595974,Your beautiful Brooklyn home!,2598844,Fabiana,Brooklyn,Bedford-Stuyvesant,40.69085,-73.93989,Entire home/apt,30,6,2022-09-20,0.18,1,115,2,,136
a37207174,Peaceful Home at Central Park & Lincoln Center!,280066421,Jon,Manhattan,Upper West Side,40.77172,-73.9821,Entire home/apt,30,53,2023-01-26,1.21,1,63,3,,149
a683991803036736871,Urban Oasis-Lovely 1 bedroom  with free parking,472739248,Nichele,Queens,St. Albans,40.7038,-73.75763,Entire home/apt,2,5,2023-01-04,1.32,1,339,5,,150
a37122566,Lovely Chic Double Twin room at The Ridge,266755066,The Ridge,Manhattan,East Village,40.72388,-73.98879,Private room,1,170,2023-03-05,5.53,4,310,79,,179
a37910970,Gorgeous East Village Gem - Private Terrace,287193099,Andrew,Manhattan,East Village,40.72486,-73.98645,Entire home/apt,30,26,2020-03-06,0.61,1,0,0,,145
a30129734,Cozy Self Contained Private 1 Bedroom Apartment,221844597,Ayana,Queens,St. Albans,40.68909,-73.76596,Entire home/apt,1,242,2023-02-16,4.65,2,279,45,,65
a489018,Lovely Central East Village 2 Person Entire Apt,864370,Mick & Heidi,Manhattan,East Village,40.72484,-73.98242,Entire home/apt,31,64,2020-02-22,0.5,1,0,0,,185
a51738971,*2 Rooms/3 beds * G8 location * NYC EXperience,284960492,Ednil,Manhattan,Upper East Side,40.77208,-73.95488,Entire home/apt,30,19,2023-02-02,1.05,2,171,15,,200
a760257247773432673,1st floor 1 Bedroom Apt centrally located,76878519,Dalia,Brooklyn,Crown Heights,40.67573,-73.94971,Entire home/apt,5,5,2023-02-17,1.72,2,24,5,,160
a20761404,521 West 48-Cozy Studio,51501835,Jeniffer,Manhattan,Hell's Kitchen,40.76333,-73.99264,Entire home/apt,31,13,2022-12-23,0.22,131,217,1,,100
a16824884,Amazing One Bedroom Apt,5447617,Jeffrey,Brooklyn,Bedford-Stuyvesant,40.68213,-73.93792,Entire home/apt,30,13,2023-02-11,0.18,3,291,2,,105
a6913773,"Home For Medical Professionals - ""Delirium""",26377263,Stat,Brooklyn,Bushwick,40.70498,-73.91896,Private room,6,6,2022-11-27,0.07,57,277,2,,61
a13193534,Private bedroom in Manhattan NYC,73864266,Roxane,Manhattan,Inwood,40.85919,-73.92933,Private room,30,96,2020-01-13,1.34,1,0,0,,40
a35566699,"The Allen Hotel, King Deluxe",266741420,The Allen Hotel,Manhattan,Lower East Side,40.71904,-73.98974,Hotel room,1,11,2023-02-03,0.26,4,307,3,,185
a35635841,A Very Special Apt - Lots of Light and Space,267989178,Seza,Manhattan,Kips Bay,40.74202,-73.98036,Entire home/apt,3,57,2023-01-18,1.29,1,65,23,,400
a4125398,Private Room in prime UWS duplex!,21400083,Katherine,Manhattan,Upper West Side,40.78551,-73.97324,Private room,30,10,2016-08-17,0.11,1,0,0,,100
a27978240,Private/Relaxing Queen PopUp bed 30min2timessqr,4290578,Noah,Manhattan,Inwood,40.86479,-73.92009,Private room,30,13,2019-07-25,0.24,1,0,0,,45
a669124977887839244,A peaceful get away to enjoy your time,459046645,Chantell,Brooklyn,Bergen Beach,40.6222384,-73.9117096,Entire home/apt,1,5,2023-01-02,0.81,1,180,5,,194
a564542318120486446,Central Park -  5 Star Hotel - 1 Bed 2 Bath,445563777,Pedro,Manhattan,Midtown,40.76547,-73.97962,Entire home/apt,2,23,2023-02-19,1.93,2,305,23,,461
a23648504,2-bdrm Luxury Condo in Midtown,133288905,Cherie,Manhattan,Midtown,40.75332,-73.97163,Entire home/apt,3,19,2022-07-15,0.33,5,0,5,,374
a45045785,BIG BRIGHT ROOM IN BEST LES LOCATION,35594166,A.G.,Manhattan,Chinatown,40.71626,-73.99093,Private room,7,6,2022-12-31,0.8,2,365,6,,130
a41647808,Beautiful bedroom in a Old World Charme Brownstone,10580254,Petra,Bronx,Mount Hope,40.84829,-73.90444,Private room,2,51,2022-05-16,1.38,4,36,8,,43
a4181828,"Couch in the Bronx, near Yankee Stadium",21694428,Elvis,Bronx,Concourse Village,40.83401,-73.9168,Shared room,2,29,2023-01-17,0.33,1,0,7,,35
a1484031,"Private room in cozy Harlem, NY Apt",6228539,Michelle,Manhattan,Harlem,40.80414,-73.95506,Private room,5,35,2022-12-26,0.3,2,61,8,,105
a27477710,Beautiful Two Bedroom! 8min to LGA & 17 to JFK 中英文,157337532,Henry,Queens,College Point,40.77873,-73.84257,Entire home/apt,2,212,2023-02-24,3.86,4,85,42,,142
a8304809,Parkway Chic ( 2 Bedrooms),43443842,Rigoberto,Brooklyn,Crown Heights,40.66714,-73.9308,Entire home/apt,3,157,2022-12-27,1.75,1,249,26,,198
a31317744,Seretse's   Inn,234423593,Donna,Bronx,Melrose,40.8245,-73.91501,Entire home/apt,4,59,2022-12-13,1.18,1,354,19,,170
a47922935,CLZY  JFK•Casino•Beach,133197429,Ryan,Queens,Ozone Park,40.67169,-73.84235,Entire home/apt,1,203,2023-02-26,8.01,4,359,77,,116
a43265846,"Citadines Connect 5th Ave, Presidential Suite",340938089,Citadines,Manhattan,Midtown,40.75574,-73.97929,Private room,1,12,2022-12-05,0.5,4,160,3,,223
a38624089,Sunset Park's brand new luxury apartment,293765336,Landy,Brooklyn,Sunset Park,40.63533,-74.01187,Entire home/apt,2,9,2022-12-28,0.23,1,180,2,,294
a21025488,"LOCATION, With Private Garden & Patio",151421618,Adesh,Queens,Ozone Park,40.68524,-73.84401,Entire home/apt,30,34,2022-04-23,0.62,2,26,1,,112
a49081461,Cozy Two-Bed Two-Bath Full Kitchen Near Manhattan,251455701,Sangdon,Queens,Woodside,40.74444,-73.91089,Entire home/apt,3,10,2022-11-14,0.46,12,0,2,,195
a66974,"Lovely, Modern, Garden Apartment",329436,Jana,Brooklyn,Gowanus,40.68088,-73.99102,Entire home/apt,2,218,2023-01-08,1.66,2,191,52,,220
a40731114,Elegant & private apt w/separate bedroom & kitchen,642004,John,Brooklyn,Brooklyn Heights,40.69223,-73.9926,Entire home/apt,14,65,2022-12-25,1.68,3,40,26,,257
a625514533446989685,Quiet and peaceful room w/ Private Bath,128879778,Kin,Brooklyn,Sunset Park,40.64518,-74.01268,Private room,1,35,2023-02-10,3.56,5,176,35,,70
a711092042386049674,Great Huge Studio Basement with a Private Bathroom,478621955,Alejandro,Brooklyn,Bedford-Stuyvesant,40.68123,-73.91184,Private room,2,11,2023-01-05,1.93,1,81,11,,70
a48227231,Red Cozy Room,387784105,Germaine,Brooklyn,Bedford-Stuyvesant,40.68531,-73.93186,Private room,1,78,2023-01-15,3.18,3,118,25,,46
a41263658,Clean cozy 2 bedroom near subway & all 8B,324004844,Anna,Queens,Flushing,40.76614,-73.82935,Entire home/apt,2,24,2023-02-16,0.65,2,66,22,,129
a52618078,Shered bathroom 3 SofaBed + loftbed + kitchen,408979935,Koichi,Manhattan,Chelsea,40.75099,-73.998,Private room,3,67,2023-03-01,3.93,22,67,51,,90
a692677180661715061,St James @ Weeks,83143535,Michelle,Brooklyn,Crown Heights,40.67519,-73.94258,Private room,3,25,2023-03-04,3.73,15,298,25,,70
a23881522,Local hosts. Luxurious room few blocks to Q train,179442361,Derek,Brooklyn,Midwood,40.61913,-73.96315,Private room,30,8,2019-10-31,0.14,1,0,0,,70
a4338548,Beautiful Bohemian Duplex with Garden,910592,Angie And Matthew,Brooklyn,Bedford-Stuyvesant,40.68519,-73.94124,Entire home/apt,5,29,2023-03-03,0.29,1,223,13,,219
a3383382,Modern 1 BR + terrace in Gramercy,908514,David,Manhattan,Kips Bay,40.74072,-73.98312,Entire home/apt,4,37,2023-02-20,0.35,1,0,3,,185
a735755224480762264,Lovely 2 bedroom in great location NYC,230192818,Felicia,Manhattan,Two Bridges,40.7116321,-73.99592969999999,Entire home/apt,2,17,2023-02-19,3.92,1,11,17,,193
a52533728,Treetop Private Bedroom + Bath w/ Roof,13207691,Lia,Brooklyn,Bedford-Stuyvesant,40.6837,-73.93007,Private room,3,34,2022-12-12,2.44,1,81,31,,125
a9937333,Bright Studio Loft Bed Stuy,1714427,Minka,Brooklyn,Bedford-Stuyvesant,40.67978,-73.94697,Entire home/apt,30,7,2016-11-29,0.08,1,0,0,,80
a22107619,Beautiful sun filled 2 bedroom home-1 block to F/G,22347036,Maria C.,Brooklyn,Gowanus,40.6808,-73.99156,Private room,30,19,2018-10-07,0.3,1,0,0,,150
a45203174,Madison Ave 4 Bedroom Triplex,357279975,Amal,Manhattan,East Harlem,40.80898,-73.93804,Entire home/apt,4,49,2023-02-18,1.66,4,196,27,,514
a16929145,UES(mini loft)Clean flex room (Female Only),7093576,Eun M,Manhattan,Upper East Side,40.77916,-73.952,Private room,1,173,2020-03-12,2.34,1,0,0,,53
a38494298,"Brooklyn  Garden Apt, Strt Shot to City, 15min JFK",20587708,Aminah,Brooklyn,East New York,40.66958,-73.88896,Entire home/apt,2,132,2023-02-26,3.14,2,12,56,,105
a18944834,Huge private bedroom in the heart of Manhattan,5295202,Uly,Manhattan,Upper East Side,40.76528,-73.96218,Private room,2,57,2020-03-02,0.82,1,0,0,,107
a574678870764175095,Bright and Stylish BX Little Italy Oasis,44851966,Joseph,Bronx,Belmont,40.85586,-73.88604,Entire home/apt,30,7,2022-10-24,0.73,10,278,7,,156
a42997858,Your Legal NYC Home in Style! #10335,314410176,Kady,Manhattan,Harlem,40.80625,-73.94978,Entire home/apt,30,9,2022-12-27,0.27,3,340,3,,173
a17093264,Super Private suite 19 min fmJFK/Prvt bathroom,109479467,Angela,Queens,Ozone Park,40.68274,-73.86265,Private room,30,13,2022-09-12,0.32,1,158,3,,55
a1628156,A Tree Grows in Brooklyn,8653725,Marlyn,Brooklyn,Canarsie,40.6415,-73.90778,Entire home/apt,3,198,2023-02-20,1.73,1,312,21,,200
a3902791,Luxury West Village 1 bdrm w/ views,6426063,Sarah,Manhattan,West Village,40.73317,-74.00356,Entire home/apt,30,5,2016-04-29,0.05,1,0,0,,199
a715350310635388569,Ping-Pong Paradise in Brooklyn,71381787,Rohit,Brooklyn,Bedford-Stuyvesant,40.69052,-73.93008,Entire home/apt,2,19,2023-02-26,3.39,3,341,19,,138
a664636470226614123,Nyc penthouse 3 br with 2 balcony stunning views,61869813,Isaac,Manhattan,Lower East Side,40.7193331,-73.98946289999999,Entire home/apt,3,5,2022-11-27,0.73,1,149,5,,1271
a618155488881850494,Cozy Private Room. 15 min to Manhattan (Marilyn),457157525,Andres,Queens,Long Island City,40.752808,-73.925415,Private room,3,42,2023-03-03,4.21,4,20,42,,70
a39858224,Modern 2-Bedroom Art Gallery-ish  Apt in Bushwick,306862995,Irvin,Brooklyn,Bushwick,40.697548,-73.931587,Entire home/apt,3,27,2022-12-30,0.67,1,149,23,,230
a17105446,"Private Room, 15 Minutes to Manhattan",2350326,Ero,Queens,Ditmars Steinway,40.77714,-73.91011,Private room,2,41,2022-10-30,0.9,3,61,11,,61
a14108870,Warm and cozy in Brooklyn,1805238,Aleksandra,Brooklyn,Flatbush,40.65399,-73.9562,Private room,1,179,2023-01-05,2.29,2,0,24,,69
a38619451,Room 4,294733575,Sherry,Queens,Flushing,40.75269,-73.82315,Private room,30,13,2022-12-20,0.31,4,364,1,,35
a583136653599213378,"Brooklyn’s best luxury-3 BR, 2 bath; 3rd floor apt",91122315,Liesha,Brooklyn,Bedford-Stuyvesant,40.69013,-73.93513,Entire home/apt,2,62,2023-03-02,5.38,3,48,62,,272
a813638992895882690,Nice room,400013151,Luke,Manhattan,Kips Bay,40.74327977456765,-73.98181017359816,Private room,1,8,2023-03-06,6.86,3,334,8,,115
a717971522881040825,Unbeatable Midtown 2 Bedroom Apartment,269215864,Shivam,Manhattan,Hell's Kitchen,40.76386,-73.98909,Entire home/apt,6,14,2023-02-12,2.55,1,202,14,,315
a23107316,"Unique & Spacious, W Village. THE REAL THING!",171678641,Max,Manhattan,West Village,40.73577,-73.99909,Entire home/apt,30,13,2020-10-09,0.23,1,363,0,,298
a13841569,Practical Bedroom w/ Shared Bathroom & Kitchen,62605071,Anna,Brooklyn,Coney Island,40.57698,-74.00105,Private room,2,61,2023-01-05,0.81,6,136,3,,68
a732575553845138314,Room 1 person. Astoria.,261663533,Edicson,Queens,Ditmars Steinway,40.7736,-73.90469,Private room,1,17,2023-03-02,3.52,1,313,17,,53
a47923861,☆Renovated whole 2BR floor in Jackson Heights☆,19303369,Hiroki,Queens,Jackson Heights,40.74919,-73.89562,Entire home/apt,1,10,2022-09-23,0.42,207,24,4,,139
a2683387,Great Room In Mid Town New York NYC,11837926,Anthony,Manhattan,Midtown,40.7646,-73.97992,Private room,7,80,2022-12-12,0.77,2,304,17,,175
a3271893,Park Slope Town House,327673,Stefano,Brooklyn,Park Slope,40.6772,-73.98259,Entire home/apt,3,34,2023-01-02,0.32,2,2,13,,250
a41326373,PrivateRoom steps from Subway! Renovated Twnhouse,76451380,Ibi,Brooklyn,East Flatbush,40.64136,-73.94928,Private room,14,16,2022-12-13,0.87,3,365,5,,90
a19867930,"Private Attic Bedroom, Living Room & Bath",20433973,Julia,Bronx,City Island,40.83793,-73.78328,Private room,1,48,2022-12-05,0.98,2,354,17,,103
a18872858,Elegant  Studio in a great cottage,57165692,Charles,Bronx,Baychester,40.873,-73.84305,Entire home/apt,4,133,2023-02-12,1.89,2,176,14,,85
a661147139425587430,Lovely 1 bedroom apartment with cozy bed near JFK,467008899,Tanya,Queens,Jamaica,40.6818969,-73.7998724,Entire home/apt,1,76,2023-03-05,9.38,1,314,76,,101
a53435650,BROOKLYN DREAM ART STUDIO,417740213,Jade,Brooklyn,Bedford-Stuyvesant,40.68335,-73.94319,Entire home/apt,1,41,2023-02-08,2.69,3,330,35,,77
a54169005,New Spacious Lovely 1Bedroom rental 10min from JFK,439181612,Fred,Queens,Jamaica,40.68583,-73.77821,Entire home/apt,1,141,2023-02-28,11.56,1,360,141,,127
a25784618,Bright 2-Bedroom on Saint Mary’s Park,3353295,Zackery,Bronx,Mott Haven,40.80999,-73.91171,Entire home/apt,2,9,2022-11-17,0.57,1,22,4,,150
a566115227830033854,2 Double-Beds with Balcony Views in Boutique Hotel,441793133,Ioannis,Queens,Long Island City,40.75357,-73.93433,Private room,1,8,2022-12-31,0.69,8,296,8,,212
a603858746468000499,Artist’s Studio House - Villa Elysee 2,65212,Eli,Brooklyn,Bushwick,40.70373,-73.92005,Private room,3,17,2022-12-10,1.61,3,339,17,,76
a30578526,Extra large room in Brooklyn - Winter in NYC,229386490,Tj,Brooklyn,Bedford-Stuyvesant,40.68447,-73.92474,Private room,3,62,2023-01-08,1.22,4,220,18,,60
a46336910,165 East 89-Spacious Studio in Upper East Side,51501835,Jeniffer,Manhattan,Upper East Side,40.78231,-73.95401,Entire home/apt,30,6,2022-11-05,0.28,131,327,4,,100
a21964596,Cozy fully furnished apartment in Bushwick,1020357,Peter,Brooklyn,Bushwick,40.69064,-73.91142,Entire home/apt,3,40,2023-02-20,0.64,1,0,11,,75
a20190053,"Beautiful, family friendly place with great views",25415637,Jonathan,Brooklyn,Columbia St,40.68478,-74.0031,Entire home/apt,30,11,2018-09-03,0.16,1,0,0,,178
a1535236,LARGE-Sunny 1br in Heart of Brooklyn,8187215,Rosa,Brooklyn,Bedford-Stuyvesant,40.68678,-73.95372,Entire home/apt,30,11,2022-10-25,0.1,1,122,2,,116
a51401513,New Your Brooklyn,416292655,Kiril,Brooklyn,Bedford-Stuyvesant,40.69212,-73.96066,Entire home/apt,1,125,2023-02-18,6.51,1,37,83,,150
a628375857871186931,Beautiful modern one bedroom Apt in Brooklyn,459450273,Curlene,Brooklyn,East Flatbush,40.65888,-73.92638,Entire home/apt,3,30,2023-02-26,3.45,1,224,30,,100
a38483199,"super clean, Sanitized and large private room # 1",293448141,Raz F,Brooklyn,Williamsburg,40.70707,-73.9382,Private room,33,71,2021-01-15,1.68,3,365,0,,300
a7734670,Prolonged Traveler's Dream (a month first & more),32164030,Ikkyukim,Bronx,Hunts Point,40.81288,-73.88736,Private room,30,27,2022-10-30,0.3,6,337,4,,40
a36696708,SPACIOUS/BRIGHT/PRIVATE ROOM- @ HEART OF BUSHWICK,11123552,Paola,Brooklyn,Bushwick,40.70247,-73.92239,Private room,30,9,2020-02-09,0.21,3,0,0,,69
a17265284,"Luxury/3 bdrms/2 baths/private parking/1,000 sqft",116396065,Amy,Brooklyn,Sheepshead Bay,40.60094705249438,-73.95054516009961,Entire home/apt,3,187,2023-02-13,2.56,1,266,37,,282
a15312128,"Netflix and Rest, One quaint bedroom in Ft. Greene",97538710,Malik,Brooklyn,Fort Greene,40.69012,-73.97696,Private room,3,181,2023-02-27,2.32,2,83,33,,94
a10847901,"Huge, sunny private room - 1 block from train",38116129,Marissa,Brooklyn,Bensonhurst,40.60723,-73.9992,Private room,30,37,2019-01-02,0.46,1,0,0,,68
a49550643,Private suite in Manhattan duplex,34325962,Paul,Manhattan,East Village,40.73092,-73.98712,Entire home/apt,3,11,2023-02-08,0.49,1,31,9,,285
a710897185427371328,Boho 1 bed apt In Williamsburg!,446415785,Shabse,Brooklyn,Williamsburg,40.70698,-73.95028,Entire home/apt,2,23,2023-02-27,3.9,1,265,23,,207
a52591041,Sun-filled oasis  in Brooklyn (entire apartment),943367,Tracie,Brooklyn,Bedford-Stuyvesant,40.69591,-73.94223,Private room,5,8,2022-12-12,0.47,2,1,4,,130
a11490744,Beautiful Townhouse Apartment (Near Prospect Park),24743701,Renata And Howard,Brooklyn,Prospect-Lefferts Gardens,40.661215630490005,-73.9543568054801,Entire home/apt,3,160,2021-07-07,1.96,1,66,0,,170
a34946772,Beyond the Valley of the Dollhouse,263331130,Steve,Brooklyn,Bushwick,40.70148,-73.91819,Private room,1,150,2023-02-20,3.26,6,196,48,,55
a39414106,Modern 1 Bedroom Heart of Upper East Side,61391963,Stay With Vibe,Manhattan,Upper East Side,40.7702,-73.96281,Entire home/apt,30,7,2023-01-12,0.18,124,212,4,,99
a35076834,Designer owned Bed Stuy flat,6788279,Brad,Brooklyn,Bedford-Stuyvesant,40.68425,-73.91547,Entire home/apt,30,100,2023-02-25,2.21,1,175,16,,124
